timestamp,frame_ms,perception_ms,state_ms,behavior_ms,object_detection_ms,export_ms,total_loop_ms
2026-05-13T19:47:11.663766+00:00,2.691300,11.377800,0.007600,0.005000,0.094100,171.408900,4.658500,20.326500
2026-05-13T19:47:12.666955+00:00,2.522100,14.143300,0.008200,0.006200,0.124800,175.368400,4.656700,23.387100
2026-05-13T19:47:13.699239+00:00,2.481200,29.261800,0.016700,0.012400,0.194800,218.054300,6.920200,43.301200
2026-05-13T19:47:14.733053+00:00,2.184400,32.484300,0.016500,0.014000,0.212900,338.317800,7.803800,47.767000
2026-05-13T19:47:15.760580+00:00,2.404000,31.077700,0.016600,0.016600,0.229100,368.636100,6.987300,45.749500
2026-05-13T19:47:16.787464+00:00,2.285200,18.073100,0.009500,0.008700,0.131000,360.952100,5.026400,27.906500
2026-05-13T19:47:17.795751+00:00,2.168400,14.532500,0.007400,0.006200,0.112900,251.931600,4.309700,23.068700
2026-05-13T19:47:18.806388+00:00,2.506600,13.921800,0.009400,0.007900,0.107700,225.102700,4.476700,23.305600
2026-05-13T19:47:19.832490+00:00,2.487500,11.978200,0.006900,0.004800,0.110700,184.606400,4.997400,21.264600
2026-05-13T19:47:20.860318+00:00,6.870300,11.773700,0.006300,0.004800,0.097600,183.378400,3.872700,24.178800
2026-05-13T19:47:21.869536+00:00,19.001500,10.803400,0.007000,0.004600,0.177800,189.828800,4.970500,37.135700
2026-05-13T19:47:22.870589+00:00,1.680600,11.740600,0.007300,0.005900,0.124100,196.565900,4.899700,20.539900
2026-05-13T19:47:23.892902+00:00,2.294100,20.528500,0.012800,0.009100,0.151500,210.531800,5.089200,31.401100
2026-05-13T19:47:24.901730+00:00,2.717100,29.485200,0.015100,0.013000,0.232800,296.449500,8.075500,45.202400
2026-05-13T19:47:25.950924+00:00,2.569700,33.927900,0.016600,0.013500,0.226800,378.193600,6.855400,48.678600
2026-05-13T19:47:26.959383+00:00,2.166400,21.565100,0.011400,0.008000,0.197700,383.994600,6.677100,34.322800
2026-05-13T19:47:27.964360+00:00,1.991300,21.824100,0.013800,0.009700,0.262400,373.337800,6.007400,33.507700
2026-05-13T19:47:58.743316+00:00,368.327000,19.858700,0.012800,0.018100,0.380500,,5.365500,399.605000
2026-05-13T19:47:59.743886+00:00,1.657900,15.085000,0.013800,0.010400,0.160400,601.419300,5.291400,25.623100
2026-05-13T19:48:00.758832+00:00,1.695400,13.839200,0.007600,0.007500,0.122300,205.580600,4.772700,22.248200
